id,us_emotion,emotion_label,predicted_valence,predicted_arousal,predicted_emotion_label,em0prob,em1prob,em2prob,em3prob,em4prob,em5prob,em6prob,em7prob,rating,annotated_valence,annotated_arousal
13,0,0,0.0260162353515625,0.00865936279296875,7,0.283487349748611,0.112214207649231,0.027850616723299,0.0245540887117386,0.00136243959423155,0.0104784006252885,0.0327040702104568,0.507348835468292,3,0,0
13,1,1,0.7353515625,0.1004638671875,1,4.50667721452191e-05,0.992661833763123,0.000183541764272377,0.00178269133903086,0.000428417464718223,0.00335416966117918,0.000147768267197534,0.00139652017969638,4,0.863946,0.435374
13,2,1,0.64453125,0.00428009033203125,1,0.00632669031620026,0.83187597990036,0.00220359303057194,0.00342300604097545,0.000252605532296002,0.00236411183141172,0.000571483571548015,0.152982577681541,4,0.717687,0.0816327
13,3,2,-0.6875,-0.2435302734375,2,0.0702190026640892,0.000566264789085835,0.886051714420319,0.00431276764720678,0.0115134222432971,0.0179809760302305,0.00737937772646546,0.00197645812295377,4,-0.795918,0.414966
13,4,2,-0.61572265625,-0.2137451171875,2,0.136068820953369,0.00156262086238712,0.807877957820892,0.00434837210923433,0.00666943984106183,0.0176490228623152,0.0170227009803057,0.00880112685263157,5,-0.659864,-0.132653
13,5,3,0.18115234375,0.7314453125,3,0.00125920411664993,0.00132738926913589,0.000653904571663588,0.795302152633667,0.199519008398056,4.97390246891882e-05,0.00185553904157132,3.30041657434776e-05,4,0,0.693878
13,6,6,-0.2076416015625,0.52783203125,4,0.00419762684032321,0.00132342369761318,0.0163445472717285,0.0308955758810043,0.429006636142731,0.413782119750977,0.1017240062356,0.00272611808031797,3,-0.863946,0.751701
13,7,4,0.07342529296875,0.62255859375,4,0.000183849842869677,0.000511607038788497,0.00602027820423245,0.0356568843126297,0.952507972717285,0.00454212678596377,0.000562988803721964,1.42602993946639e-05,3,-0.0748299,0.588435
13,8,5,-0.42578125,0.1336669921875,5,0.00443222559988499,0.00111192103940994,0.288778394460678,0.0123457964509726,0.287371784448624,0.39897620677948,0.00584314437583089,0.0011405146215111,4,-0.428571,0.5
13,9,7,-0.3701171875,0.392333984375,6,0.0508399046957493,0.0029941201210022,0.103656649589539,0.00183743238449097,0.00351418205536902,0.262252181768417,0.530799746513367,0.0441058203577995,4,-0.489796,-0.129252
14,0,0,0.06365966796875,0.020416259765625,7,0.300954133272171,0.201165065169334,0.0254631247371435,0.0556165762245655,0.0106249796226621,0.0177068263292313,0.0229591317474842,0.365510106086731,3,0,0
14,1,1,0.7177734375,0.0751953125,1,5.82544225835591e-06,0.997509241104126,7.06917708157562e-05,0.00118230818770826,0.00025706912856549,0.000567000766750425,2.04922798729967e-05,0.000387416774174199,3,0.897959,0.744898
14,2,1,0.5673828125,-0.033447265625,1,0.029609763994813,0.399281531572342,0.0678270906209946,0.319268971681595,0.0997628048062325,0.0257505420595407,0.00701236305758357,0.0514868721365929,4,0.598639,0.0952381
14,3,2,-0.63525390625,-0.1776123046875,2,0.0957070291042328,0.00327012082561851,0.621958792209625,0.033253587782383,0.0473899841308594,0.182241871953011,0.00864934269338846,0.00752936955541372,4,-0.802721,0.367347
14,4,2,-0.5087890625,-0.1607666015625,2,0.173780158162117,0.0106265703216195,0.612205743789673,0.026121836155653,0.0283273067325354,0.102472320199013,0.0139411091804504,0.0325250215828419,2,-0.666667,-0.105442
14,5,3,-0.00427627563476562,0.6806640625,4,0.000474583881441504,0.000713827786967158,0.00378612615168095,0.145371496677399,0.846416354179382,0.00136656488757581,0.00185152853373438,1.95501979760593e-05,3,0,0.731293
14,6,6,-0.34375,0.49951171875,5,0.00817368365824223,0.00472133373841643,0.020790858194232,0.0126967914402485,0.0729647129774094,0.505194306373596,0.356839776039124,0.0186186153441668,5,-0.721088,0.653061
14,7,4,0.111572265625,0.70849609375,4,0.00221728533506393,0.00167042866814882,0.00080776703543961,0.384726881980896,0.60055023431778,0.00579630956053734,0.00343755399808288,0.000793691957369447,3,-0.207483,0.598639
14,8,5,0.053436279296875,0.5224609375,4,0.00242031179368496,0.0189444962888956,0.00775963626801968,0.22699137032032,0.734169721603394,0.00698291743174195,0.0015264714602381,0.00120518240146339,1,-0.377551,0.656463
14,9,7,-0.2159423828125,0.277587890625,7,0.108053848147392,0.0784865766763687,0.0735156163573265,0.00697969971224666,0.00569666502997279,0.254473596811295,0.132196560502052,0.34059739112854,3,-0.598639,-0.241497
15,0,0,0.1331787109375,-0.03466796875,0,0.585564017295837,0.0685243904590607,0.0861904844641685,0.021920433267951,0.00196080794557929,0.00303103378973901,0.0434452369809151,0.18936362862587,4,0,0
15,1,1,0.7197265625,0.1302490234375,1,0.000255570921581239,0.991695821285248,0.0001583779376233,0.00296511640772223,0.000160244861035608,0.00313867628574371,0.000458281807368621,0.00116798002272844,4,0.789116,0.530612
15,2,1,0.58349609375,-0.042022705078125,1,0.0429395474493504,0.488546133041382,0.0024462565779686,0.00467858742922544,0.000164530385518447,0.0040450282394886,0.00358019815757871,0.453599721193314,3,0.721088,0.136054
15,3,2,-0.58447265625,-0.193359375,2,0.0604288689792156,0.00200610212050378,0.864887893199921,0.00392775749787688,0.0258067734539509,0.0279242172837257,0.00965506583452225,0.00536336796358228,4,-0.840136,0.411565
15,4,2,-0.32470703125,-0.11810302734375,2,0.304756879806519,0.00623914087191224,0.518408954143524,0.0673149526119232,0.0537796542048454,0.00345906661823392,0.0275956746190786,0.0184456184506416,3,-0.670068,-0.0170068
15,5,3,0.042144775390625,0.7158203125,4,0.00355364358983934,0.000776829139795154,0.0100470595061779,0.237025678157806,0.744490325450897,0.000398318574298173,0.003637915244326,7.0170201070141e-05,2,0,0.683673
15,6,6,-0.338623046875,0.441650390625,6,0.0939228609204292,0.00759847462177277,0.139778196811676,0.0116089433431625,0.0552481152117252,0.103191867470741,0.478904992341995,0.109746649861336,4,-0.823129,0.64966
15,7,4,0.00125980377197266,0.501953125,3,0.0610041096806526,0.00642429385334253,0.0266279578208923,0.54219925403595,0.348705321550369,0.00412360345944762,0.00521272234618664,0.00570273632183671,3,-0.112245,0.656463
15,8,5,-0.55517578125,0.411376953125,5,0.036330197006464,0.00397782539948821,0.158042520284653,0.0613188222050667,0.206832051277161,0.428556591272354,0.0984728187322617,0.00646926974877715,4,-0.391156,0.659864
15,9,7,-0.0838623046875,0.047271728515625,0,0.290622860193253,0.0164118371903896,0.250043720006943,0.0836928337812424,0.189065724611282,0.0356721431016922,0.0892647281289101,0.0452261231839657,4,-0.673469,-0.530612
16,0,0,0.1715087890625,-0.0122528076171875,7,0.3311967253685,0.112135127186775,0.0304026231169701,0.0227816347032785,0.00245091738179326,0.0101290522143245,0.0390949659049511,0.451808959245682,3,0,0
16,1,1,0.7314453125,0.083984375,1,0.00245897704735398,0.930100083351135,0.00399131374433637,0.0296753104776144,0.0103022521361709,0.00941702071577311,0.0015060807345435,0.0125488387420774,2,0.758503,0.527211
16,2,1,0.609375,0.0211639404296875,7,0.0222741924226284,0.366935700178146,0.0049458360299468,0.00809084717184305,0.000751097686588764,0.00999086163938046,0.00293603935278952,0.584075570106506,4,0.619048,0.0748299
16,3,2,-0.640625,-0.1865234375,2,0.0711296945810318,0.00271656550467014,0.754700839519501,0.00619403645396233,0.0123062897473574,0.130699843168259,0.0133192744106054,0.00893340725451708,3,-0.619048,0.479592
16,4,2,-0.51416015625,-0.1556396484375,2,0.236343860626221,0.0188769940286875,0.514209926128387,0.0389797277748585,0.0140419015660882,0.0905973985791206,0.0234012119472027,0.0635489970445633,4,-0.622449,-0.146259
16,5,3,0.2430419921875,0.6005859375,3,0.00664966972544789,0.0156508311629295,0.00234567862935364,0.815774083137512,0.143011704087257,0.00628349604085088,0.00729610491544008,0.0029884735122323,4,0,0.717687
16,6,6,-0.374755859375,0.49853515625,6,0.0341162011027336,0.00247861933894455,0.0397594794631004,0.00312105403281748,0.0160682089626789,0.0583924539387226,0.753326594829559,0.0927374362945557,4,-0.768707,0.79932
16,7,4,-0.08868408203125,0.70068359375,4,0.00126662408001721,0.000180348637513816,0.0300792623311281,0.0338355377316475,0.925288379192352,0.00832420960068703,0.000867143273353577,0.000158536626258865,2,-0.238095,0.619048
16,8,5,-0.48974609375,0.19287109375,5,0.00335979508236051,0.0016697293613106,0.294281363487244,0.00353481713682413,0.285784929990768,0.403809279203415,0.00676051340997219,0.000799581466708332,3,-0.465986,0.717687
16,9,7,-0.439208984375,0.210205078125,2,0.135285153985023,0.0198250040411949,0.312852919101715,0.00810444634407759,0.0108208544552326,0.23226560652256,0.121873550117016,0.158972471952438,1,-0.513605,-0.707483
19,0,0,0.115478515625,-0.051910400390625,0,0.349855870008469,0.180442437529564,0.105850264430046,0.029312938451767,0.00694884825497866,0.0388712808489799,0.0323831588029861,0.256335228681564,4,0,0.0204082
19,1,1,0.75634765625,0.09771728515625,1,7.391802228085E-06,0.989602506160736,7.8993307397468e-06,0.00963562540709972,0.000498352979775518,0.000109473636257462,5.3249084885465e-05,8.54248573887162e-05,4,0.564626,0.265306
19,2,1,0.640625,-0.000853538513183594,1,0.01026048976928,0.760120093822479,0.00471828458830714,0.00666034733876586,0.00113833916839212,0.00297578470781446,0.00180843274574727,0.212318122386932,4,0.248299,0.190476
19,3,2,-0.36572265625,0.1793212890625,0,0.341821759939194,0.0568458996713161,0.164228230714798,0.0959690362215042,0.0302644241601229,0.0796194225549698,0.0632924363017082,0.167958691716194,3,-0.329932,0.336735
19,4,2,-0.1488037109375,0.065673828125,0,0.262582033872604,0.0497489459812641,0.183065816760063,0.132470428943634,0.0977372005581856,0.0694415494799614,0.0424694940447807,0.1624845713377,5,-0.64966,0.278912
19,5,3,-0.076416015625,0.63525390625,4,0.011726806871593,0.000679588934872299,0.0319820046424866,0.126630321145058,0.807393431663513,0.00638510100543499,0.0149841764941812,0.000218486209632829,3,0.244898,0.183673
19,6,6,0.0535888671875,0.00636672973632812,7,0.142943412065506,0.144796192646027,0.11596418172121,0.198517844080925,0.0848826393485069,0.0742894411087036,0.022801274433732,0.215804979205132,3,0.295918,0.295918
19,7,4,-0.0330810546875,0.482421875,4,0.0820681378245354,0.0264976657927036,0.0239152815192938,0.377400398254395,0.394355207681656,0.0365734398365021,0.0272588152438402,0.0319310873746872,3,0.418367,0.295918
19,8,5,-0.09271240234375,0.5830078125,4,0.00916879344731569,0.00391276041045785,0.0221240390092134,0.134012669324875,0.641527771949768,0.157443583011627,0.0279128458350897,0.003897505113855,2,0.146259,0.187075
19,9,7,-0.35791015625,0.311279296875,5,0.0461369678378105,0.0382115617394447,0.0539659336209297,0.0751807987689972,0.111517660319805,0.540531098842621,0.0642427802085876,0.0702132061123848,3,0.0136054,0.251701
23,0,0,0.52880859375,-0.060821533203125,1,0.0775584205985069,0.601466834545135,0.00412451941519976,0.0547025613486767,0.00214395625516772,0.00242467992939055,0.00290196225978434,0.254677057266235,3,0,0
23,1,1,0.74169921875,0.08868408203125,1,7.04866090354191e-15,0.999998569488525,1.53725244339542e-11,1.48888682360848e-06,1.05653914436732e-11,1.17194060011983e-10,8.3578942378093e-12,1.43589293233326e-10,4,1,0.636054
23,2,1,0.56103515625,-0.064208984375,1,0.0278596039861441,0.516008377075195,0.0577110722661018,0.183719113469124,0.170244604349136,0.00539029110223055,0.0120644569396973,0.0270024463534355,3,0.442177,0.326531
23,3,2,-0.329345703125,-0.127685546875,0,0.48441669344902,0.0465107560157776,0.261578500270844,0.00605045072734356,0.00105965731199831,0.0229459311813116,0.0511319898068905,0.12630595266819,2,-0.513605,0.319728
23,4,2,0.2216796875,-0.06500244140625,0,0.351160824298859,0.229399025440216,0.0638302490115166,0.0236183851957321,0.0027313579339534,0.00748283276334405,0.0154893137514591,0.306287884712219,4,-0.595238,-0.370748
23,5,3,0.1552734375,0.7509765625,4,0.000596100173424929,0.00419062050059438,0.000124462239909917,0.468093901872635,0.511097133159637,0.00151922460645437,0.0140183623880148,0.000360143458237872,4,0.319728,0.795918
23,6,6,0.00626373291015625,0.4580078125,4,0.0674978494644165,0.0357778891921043,0.125718325376511,0.0653253868222237,0.518106937408447,0.0545814074575901,0.0754833519458771,0.0575088784098625,1,-0.319728,0.323129
23,7,4,0.176513671875,0.416259765625,3,0.017686627805233,0.0502493940293789,0.0613792389631271,0.412897616624832,0.404121339321136,0.00930201448500156,0.00397737231105566,0.0403863787651062,1,-0.588435,0.289116
23,8,5,-0.34423828125,0.47509765625,4,0.0341013036668301,0.00662376498803496,0.145193338394165,0.089298278093338,0.403838664293289,0.279457807540894,0.0284927077591419,0.0129940556362271,1,-0.806122,0.863946
23,9,7,0.57421875,-0.05718994140625,1,0.0253006815910339,0.556763172149658,0.00663562258705497,0.0060536153614521,0.000461366202216595,0.00410008197650313,0.00122746638953686,0.399458020925522,3,-0.595238,-0.377551
24,0,0,0.128173828125,-0.02484130859375,0,0.290261030197144,0.128300398588181,0.221791461110115,0.0278011504560709,0.00914996024221182,0.0191074311733246,0.0252638440579176,0.278324693441391,4,0,0
24,1,1,0.734375,0.1270751953125,1,1.0628295465942e-10,0.999928593635559,2.78507229722891e-07,6.1446895415429e-05,7.48241404835426e-07,8.68104416440474e-06,1.55619389374806e-07,2.46744008336464e-07,4,0.761905,0.704082
24,2,1,0.693359375,0.090087890625,1,0.000104687569546513,0.991754293441772,0.000151429630932398,0.00450307736173272,0.000456522160675377,0.00162167579401284,0.000168602331541479,0.0012397444806993,4,0.568027,0.431973
24,3,2,-0.22119140625,-0.07476806640625,2,0.148061990737915,0.0146672809496522,0.608032763004303,0.00986639969050884,0.0147967617958784,0.113080479204655,0.0338370688259602,0.0576572380959988,4,-0.319728,-0.336735
24,4,2,-0.33837890625,-0.039093017578125,2,0.164946392178535,0.0129765011370182,0.543220400810242,0.0126018458977342,0.0301712639629841,0.139510527253151,0.0444164015352726,0.0521567314863205,3,-0.346939,-0.333333
24,5,3,-0.1597900390625,0.8037109375,4,0.00205891486257315,0.000293159188004211,0.00415100855752826,0.186791300773621,0.777258694171906,0.0163985304534435,0.013035005889833,1.33936200654716e-05,3,0.251701,0.316327
24,6,6,-0.473876953125,0.09869384765625,5,0.0450888723134995,0.0091424873098731,0.336105346679688,0.0221902057528496,0.0661507546901703,0.415034711360931,0.0791527554392815,0.0271349623799324,4,-0.44898,0.438776
24,7,4,0.056793212890625,0.190185546875,4,0.0313989110291004,0.0762192532420158,0.20285589993,0.226744532585144,0.415218353271484,0.0239103715866804,0.00902233272790909,0.0146303959190845,2,-0.180272,-0.14966
24,8,5,-0.493896484375,0.394287109375,5,0.00201798649504781,0.00633843382820487,0.0274724643677473,0.00253607099875808,0.0361692346632481,0.899383723735809,0.0221233051270247,0.00395875005051494,2,-0.418367,0.14966
24,9,7,-0.5556640625,0.2430419921875,5,0.0143673615530133,0.0187752060592175,0.121833384037018,0.0155348218977451,0.0758144706487656,0.70522278547287,0.0373389534652233,0.0111130848526955,2,-0.323129,-0.22449
25,0,0,-0.1295166015625,0.151611328125,7,0.256430387496948,0.0692874267697334,0.0192592237144709,0.00330776092596352,0.000320551247568801,0.00300000887364149,0.0766941979527473,0.57170045375824,4.0,0.0,0.0
25,1,1,0.66796875,0.0264739990234375,1,0.00365746906027198,0.844021320343018,0.000641810125671327,0.0018176652956754,0.00011044603161281,0.00451637152582407,0.000557614315766841,0.144677296280861,3.0,0.792517,0.486395
25,2,1,0.55322265625,0.0146331787109375,7,0.0149405645206571,0.331075549125671,0.000970751803833991,0.000836840132251382,3.40050355589483e-05,0.00216636364348233,0.00176124111749232,0.648214519023895,4.0,0.738095,0.0782313
25,3,2,-0.4404296875,-0.06683349609375,2,0.281681150197983,0.0058403997682035,0.537153303623199,0.00397503515705466,0.00262221088632941,0.0231896303594112,0.10822719335556,0.0373111180961132,2.0,-0.717687,0.367347
25,4,2,-0.2607421875,0.00105094909667969,0,0.445410341024399,0.0249571409076452,0.252058178186417,0.00676980661228299,0.00208493624813855,0.0171863101422787,0.136974766850471,0.114558517932892,3.0,-0.537415,-0.153061
25,5,3,0.11529541015625,0.7041015625,3,0.00320657039992511,0.00253908429294825,0.00133018603082746,0.679697096347809,0.306363463401794,0.00232091150246561,0.00365487323142588,0.000887827482074499,4.0,0.0,0.690476
25,6,6,-0.4072265625,0.0157012939453125,2,0.0930314362049103,0.0173864550888538,0.34079372882843,0.0053129349835217,0.00765515305101871,0.21651591360569,0.27143919467926,0.0478651076555252,2.0,-0.840136,0.642857
25,7,4,0.1715087890625,0.6640625,4,0.00235858303494751,0.00542527670040727,0.00194391002878547,0.41731533408165,0.568178713321686,0.00222870404832065,0.00164013740140945,0.000909315014723688,3.0,-0.285714,0.578231
25,8,5,-0.4580078125,0.362548828125,5,0.023775277659297,0.0154557665809989,0.0382907651364803,0.00962486118078232,0.0123948222026229,0.769090533256531,0.0954322591423988,0.0359357260167599,4.0,-0.673469,0.602041
25,9,7,-0.2939453125,0.2374267578125,0,0.352547854185104,0.0749518871307373,0.114401400089264,0.0188125129789114,0.00254351180046797,0.104104861617088,0.12345415353775,0.209183871746063,2.0,-0.602041,-0.408163
26,0,0,0.36181640625,-0.033477783203125,7,0.179105594754219,0.205948039889336,0.0123078981414437,0.0067441719584167,0.000399519398342818,0.00237669260241091,0.00814297143369913,0.584975123405457,3.0,0.0,0.0
26,1,1,0.72412109375,0.08941650390625,1,0.00211838562972844,0.931309461593628,0.00354070588946342,0.0155348461121321,0.00396153144538403,0.00858544185757637,0.000534566643182188,0.0344151146709919,4.0,0.632653,0.547619
26,2,1,0.60205078125,-0.0181121826171875,1,0.0300653371959925,0.699485778808594,0.00501706637442112,0.00550479162484407,0.000542393187060952,0.00388826313428581,0.00166417518630624,0.253832221031189,4.0,0.585034,-0.00340136
26,3,2,-0.5576171875,-0.162109375,2,0.0381397418677807,0.00128701480571181,0.807329475879669,0.00742798903957009,0.0262062400579453,0.11087241768837,0.00626110518351197,0.00247594504617155,4.0,-0.833333,0.595238
26,4,2,-0.68310546875,-0.2474365234375,2,0.0758903026580811,0.00351837766356766,0.852552175521851,0.00401811301708221,0.0128948530182242,0.0317751169204712,0.00909039936959743,0.0102606117725372,4.0,-0.666667,-0.112245
26,5,3,0.10089111328125,0.7158203125,3,0.00509160151705146,0.00392680754885077,0.00179958005901426,0.711960315704346,0.266560226678848,0.00464955810457468,0.00338842789642513,0.0026234935503453,4.0,-0.0340136,0.738095
26,6,6,-0.390625,0.50732421875,6,0.0681043118238449,0.00740464357659221,0.0327027477324009,0.00224509555846453,0.00566626014187932,0.0521504953503609,0.658779382705688,0.172947198152542,5.0,-0.755102,0.602041
26,7,4,0.0077056884765625,0.62744140625,4,0.0170041415840387,0.00355036580003798,0.0210383608937263,0.344552338123322,0.588972151279449,0.00494848797097802,0.00661355396732688,0.0133206620812416,3.0,-0.207483,0.680272
26,8,5,-0.52685546875,-0.1446533203125,2,0.0382693633437157,0.00275602703914046,0.617636263370514,0.0169487930834293,0.0956704467535019,0.211995199322701,0.0132126305252314,0.00351127004250884,2.0,-0.29932,0.411565
26,9,7,-0.38037109375,0.0938720703125,2,0.211231604218483,0.0150239374488592,0.415291488170624,0.0419714003801346,0.0413206927478313,0.142100110650063,0.0812582969665527,0.0518024563789368,2.0,-0.384354,-0.353741
27,0,0,0.0203857421875,0.027587890625,0,0.422725409269333,0.0691851451992989,0.0614144764840603,0.0227231215685606,0.00177200778853148,0.0023613243829459,0.0326608121395111,0.387157708406448,4.0,0.0,0.0
27,1,1,0.71630859375,0.0726318359375,1,0.00120235676877201,0.955292820930481,0.00267537194304168,0.00775279197841883,0.00253051752224565,0.00766621250659227,0.000637320801615715,0.0222425740212202,4.0,0.656463,0.408163
27,2,1,0.533203125,-0.027923583984375,7,0.0481623783707619,0.258652716875076,0.0080664474517107,0.0101077137514949,0.000465414777863771,0.00469135260209441,0.0041807321831584,0.66567325592041,3.0,0.506803,0.0238095
27,3,2,-0.564453125,-0.1685791015625,2,0.0927522778511047,0.00202430249191821,0.84588348865509,0.00565516343340278,0.0135726565495133,0.0242905765771866,0.0108793461695313,0.00494216522201896,5.0,-0.833333,0.394558
27,4,2,-0.43505859375,-0.1328125,2,0.143803417682648,0.047851637005806,0.383056908845901,0.134342551231384,0.0397091656923294,0.179754436016083,0.0100990477949381,0.061382744461298,2.0,-0.568027,-0.0170068
27,5,3,0.0131607055664062,0.7001953125,4,0.000557021296117455,0.000214750834857114,0.00314650894142687,0.160599023103714,0.831675350666046,0.00119544682092965,0.00259330845437944,1.85461140063126e-05,4.0,0.156463,0.673469
27,6,6,-0.330322265625,0.4052734375,6,0.0405250415205956,0.00812136474996805,0.186382129788399,0.0133898686617613,0.149908572435379,0.252771645784378,0.314272373914719,0.0346290729939938,5.0,-0.748299,0.605442
27,7,4,0.25390625,0.42919921875,4,0.00547569477930665,0.0314182676374912,0.0149135813117027,0.242107436060905,0.679007172584534,0.0147830778732896,0.00297127524390817,0.00932356994599104,2.0,0.0,0.55102
27,8,5,-0.388671875,0.363525390625,6,0.114585846662521,0.00680290395393968,0.217498794198036,0.0016638709930703,0.00245904130861163,0.0947171002626419,0.443238288164139,0.119034126400948,4.0,-0.5,0.29932
27,9,7,-0.44482421875,-0.0244903564453125,2,0.0821843668818474,0.0281605031341314,0.644067227840424,0.0244423840194941,0.0386226288974285,0.148635119199753,0.0177953243255615,0.0160924438387156,2.0,-0.306122,-0.482993
29,0,0,-0.044342041015625,-0.0643310546875,2,0.339251786470413,0.0808947458863258,0.378832548856735,0.0253554247319698,0.0153788411989808,0.0223106257617474,0.03749118745327,0.1004848331213,3.0,0.0,0.0
29,1,1,0.7099609375,0.2213134765625,1,8.30671865514887e-07,0.678581833839417,4.28492876380915e-06,0.320539325475693,0.000765593140386045,2.56403309322195e-05,6.29665664746426e-05,1.95061420527054e-05,3.0,0.479592,0.248299
29,2,1,0.73486328125,0.12445068359375,1,2.65454958768519e-15,0.999998569488525,6.94353394226077e-11,1.38711743602471e-06,9.03705322380377e-12,1.020343587399e-09,2.65613590150204e-11,6.57399620851429e-11,4.0,0.333333,0.146259
29,3,2,-0.5537109375,-0.1793212890625,2,0.0772056728601456,0.00324475369416177,0.80646812915802,0.00389105407521129,0.0111497202888131,0.0719109103083611,0.0141912465915084,0.011938564479351,4.0,-0.306122,-0.326531
29,4,2,-0.55224609375,-0.17919921875,2,0.119907729327679,0.00287838885560632,0.785723865032196,0.00676473183557391,0.0148768844082952,0.0370279736816883,0.0221050158143044,0.0107154166325927,4.0,-0.289116,-0.306122
29,5,3,0.255859375,0.75634765625,4,0.000374461320461705,0.0013314753305167,0.000287109403871,0.411449372768402,0.581371009349823,0.000234789986279793,0.00486320490017533,8.85955960256979e-05,4.0,0.438776,0.5
29,6,6,-0.428466796875,0.0222015380859375,2,0.0546950660645962,0.0065292059443891,0.624425649642944,0.0151660423725843,0.0517084561288357,0.151276230812073,0.0786921307444572,0.0175072234123945,3.0,-0.479592,0.486395
29,7,4,-0.1683349609375,0.55419921875,4,0.00336786452680826,0.000544977723620832,0.0606369227170944,0.0638579949736595,0.859431624412537,0.0107135102152824,0.00125970900990069,0.000187239042134024,4.0,-0.261905,0.309524
29,8,5,-0.54248046875,0.444580078125,5,0.0157935079187155,0.0138022741302848,0.0212524924427271,0.00606520241126418,0.00801940727978945,0.867363750934601,0.0405077636241913,0.0271956231445074,3.0,-0.258503,0.102041
29,9,7,-0.52734375,0.038970947265625,2,0.0353187397122383,0.0240148324519396,0.474409103393555,0.0296254102140665,0.174099773168564,0.2221340239048,0.0303872488439083,0.0100108711048961,2.0,-0.238095,0.14966
30,0,0,-0.3974609375,-0.158447265625,2,0.101215168833733,0.00489371502771974,0.849950790405273,0.00363315083086491,0.00831636693328619,0.00514361727982759,0.0135317882522941,0.0133154960349202,4.0,0.0,0.0
30,1,1,0.7587890625,0.1383056640625,1,3.20456166491567e-07,0.976449131965637,5.62418051686109e-07,0.0235084537416697,3.62524115189444e-05,2.3678705929342e-06,2.17288061321597e-06,6.60106650229864e-07,4.0,0.758503,0.612245
30,2,1,0.70849609375,0.0875244140625,1,6.32146679890866e-07,0.999292731285095,1.40796771574969e-06,0.000673546455800533,5.45025386600173e-06,1.95506090676645e-05,2.14689407584956e-06,4.52725498689688e-06,4.0,0.353741,0.333333
30,3,2,-0.75927734375,-0.22216796875,2,0.0131765063852072,0.000727567123249173,0.841078877449036,0.000860638916492462,0.00992674101144075,0.127854943275452,0.00448746001347899,0.00188716547563672,4.0,-0.554422,-0.360544
30,4,2,-0.6396484375,-0.177734375,2,0.048873133957386,0.00320411310531199,0.755459368228912,0.0035674727987498,0.0229805931448936,0.1460240483284,0.0116289518773556,0.00826228223741055,4.0,-0.248299,-0.255102
30,5,3,0.1634521484375,0.6884765625,4,0.000564852321986109,0.00267117866314948,0.000621581566520035,0.321359008550644,0.663260877132416,0.00124829425476491,0.0100391721352935,0.000235006038565189,4.0,0.353741,0.387755
30,6,6,-0.41845703125,-0.047119140625,2,0.0386693142354488,0.00294424127787352,0.679432213306427,0.00616034353151917,0.110697835683823,0.125682309269905,0.027554864063859,0.00885881949216127,2.0,-0.238095,0.227891
30,7,4,-0.042144775390625,0.697265625,4,0.000925647676922381,0.000642430793959647,0.00605960283428431,0.11322520673275,0.873359739780426,0.00397398509085178,0.00168927758932114,0.000124055382912047,2.0,-0.197279,0.193878
30,8,5,-0.60205078125,0.5068359375,5,6.20098580839112e-05,0.000464501645183191,0.000848529336508363,8.84787586983293e-05,0.00108422595076263,0.976134836673737,0.0211898535490036,0.000127484716358595,3.0,-0.367347,0.27551
